"","GBCODE","W1","W2","mean","se","df"
"1894",532627,0.1454,0.8546,19.5771932307692,0.518206024174156,240
"1895",532628,0.1646,0.8354,19.8464067692308,0.524534584355246,240
"1896",530802,0.6254,0.3746,26.3075316923077,0.695012041163295,240
"1897",530800,0.2632,0.7368,21.2289304615385,0.558234953186178,240
"1898",530822,0.1356,0.8644,19.4397821538462,0.515007629908286,240
"1899",530823,0.1696,0.8304,19.9165144615385,0.52619590131173,240
"1900",530824,0.2268,0.7732,20.7185464615385,0.545571654032591,240
"1901",530825,0.2259,0.7741,20.7059270769231,0.545261717889913,240
"1902",530826,0.3506,0.6494,22.4544129230769,0.589585695209783,240
"1903",530827,0.6052,0.3948,26.0242966153846,0.686975181215747,240
"1904",530828,0.1434,0.8566,19.5491501538462,0.517551521212536,240
"1905",530829,0.1774,0.8226,20.0258824615385,0.528798272809542,240
"1906",532801,0.3953,0.6047,23.0811756923077,0.606083961275878,240
"1907",532822,0.2861,0.7139,21.5500236923077,0.56632507434297,240
"1908",532823,0.3004,0.6996,21.7505316923077,0.57142312116656,240
"1909",532901,0.563,0.437,25.4325876923077,0.670314222336328,240
"1910",532922,0.2342,0.7658,20.8223058461538,0.548125919226113,240
"1911",532923,0.3382,0.6618,22.2805458461538,0.585062062142761,240
"1912",532924,0.3037,0.6963,21.7968027692308,0.572604504096939,240
"1913",532925,0.3031,0.6969,21.7883898461538,0.572389571685423,240
"1914",532926,0.2639,0.7361,21.2387455384615,0.558480870499247,240
"1915",532927,0.1814,0.8186,20.0819686153846,0.530137835287995,240
"1916",532928,0.3997,0.6003,23.1428704615385,0.60772353943499,240
"1917",532929,0.2311,0.7689,20.7788390769231,0.547054612640023,240
